# Sample generated by Stan (Automatic Differentiation Variational Inference)
# stan_version_major=2
# stan_version_minor=14
# stan_version_patch=0
lp__,alpha,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28,beta.29,beta.30,beta.31,beta.32,beta.33,beta.34,beta.35,beta.36,beta.37,beta.38,beta.39,beta.40,beta.41,beta.42,beta.43,beta.44,beta.45,beta.46,beta.47,beta.48,beta.49,beta.50,beta.51,beta.52,beta.53,beta.54,beta.55,beta.56,beta.57,beta.58,beta.59,beta.60,beta.61,beta.62,beta.63,beta.64,beta.65,beta.66,beta.67,beta.68,beta.69,beta.70,beta.71,beta.72,beta.73,beta.74,beta.75,beta.76,beta.77,beta.78,beta.79,beta.80,beta.81,beta.82,beta.83,beta.84,beta.85,beta.86,beta.87,beta.88,beta.89,beta.90,beta.91,beta.92,beta.93,beta.94,beta.95,beta.96,beta.97,beta.98,beta.99,beta.100,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,lambda.11,lambda.12,lambda.13,lambda.14,lambda.15,lambda.16,lambda.17,lambda.18,lambda.19,lambda.20,lambda.21,lambda.22,lambda.23,lambda.24,lambda.25,lambda.26,lambda.27,lambda.28,lambda.29,lambda.30,lambda.31,lambda.32,lambda.33,lambda.34,lambda.35,lambda.36,lambda.37,lambda.38,lambda.39,lambda.40,lambda.41,lambda.42,lambda.43,lambda.44,lambda.45,lambda.46,lambda.47,lambda.48,lambda.49,lambda.50,lambda.51,lambda.52,lambda.53,lambda.54,lambda.55,lambda.56,lambda.57,lambda.58,lambda.59,lambda.60,lambda.61,lambda.62,lambda.63,lambda.64,lambda.65,lambda.66,lambda.67,lambda.68,lambda.69,lambda.70,lambda.71,lambda.72,lambda.73,lambda.74,lambda.75,lambda.76,lambda.77,lambda.78,lambda.79,lambda.80,lambda.81,lambda.82,lambda.83,lambda.84,lambda.85,lambda.86,lambda.87,lambda.88,lambda.89,lambda.90,lambda.91,lambda.92,lambda.93,lambda.94,lambda.95,lambda.96,lambda.97,lambda.98,lambda.99,lambda.100,tau,sigma
0,-0.835501,0.185906,-0.268074,0.607919,-0.309152,-0.527256,0.147637,0.0193023,-0.12598,0.105209,0.245652,1.17112,0.299131,0.287588,-0.524935,-0.631425,0.0966188,-0.135722,0.35859,0.153026,0.0142208,0.0711231,-0.136559,-0.254936,-0.408801,2.04989,0.233345,0.47777,-0.283416,-1.24303,-1.3102,0.407032,-0.126586,-0.0457632,-0.0758937,-0.411974,-0.185384,-0.551515,-0.0144604,0.0595968,0.0559019,0.791194,-1.00633,0.420949,0.50721,-0.60985,0.988226,-0.590396,-0.623726,-0.225264,1.41018,0.26245,0.0449102,0.345879,-0.670234,0.778691,0.76026,-0.246033,-0.166741,0.307316,-0.281382,-0.228812,1.18484,-0.160067,-0.338712,0.255766,0.378628,0.412638,0.159148,-0.0677741,0.0773549,-0.236593,-0.349989,-0.117874,-0.341713,1.10354,-0.227594,0.145134,0.698653,-0.390734,-0.26378,0.135229,0.151592,-0.127905,0.191238,-0.0155706,-0.30385,0.166744,0.227543,-0.464097,-0.274153,-0.24125,-0.524832,0.48664,1.55441,-0.0505895,0.241336,0.483009,1.28891,0.515501,0.363141,1.05346,0.304677,0.818698,0.471137,0.734737,0.893815,0.116056,0.813926,0.180579,0.0673544,1.23329,1.06147,0.40966,1.04066,0.504246,0.895369,0.344526,0.533919,0.282042,0.183134,0.144646,0.0355193,0.715374,0.215741,1.29112,0.264984,0.729822,0.313804,0.747754,0.903659,0.143554,0.87308,0.154597,0.547532,1.46227,0.540974,0.64507,0.419522,0.224089,0.229022,1.46556,0.425835,0.494911,0.362924,2.28488,0.973089,3.94063,1.382,0.10675,0.315802,1.81292,0.370321,0.40708,1.37543,0.211222,1.14868,2.54831,0.15032,1.01613,0.120048,1.15806,1.19476,0.107552,0.163431,0.264858,0.394433,0.339245,0.710865,0.0421821,0.341296,0.629121,0.620439,1.02091,0.0972708,0.404706,0.434075,0.335101,0.421737,0.0793083,0.605248,0.286181,0.678244,0.463563,0.59898,0.45083,0.184644,0.605493,0.14328,0.487237,0.383014,0.259346,1.30162,0.842253,1.30528,0.337814,0.411135,0.27263,0.900059,0.570877,5.24114,1.41681,1.57295e+07
0,-1.00638,0.0730567,0.0238212,0.436079,-0.115582,-0.989007,0.03835,0.0518308,-0.0504303,0.279187,0.0198843,1.68177,0.304484,0.274437,-0.624953,-0.773685,-0.181436,-0.224852,0.037017,0.222345,-0.154177,-0.048928,-0.102308,0.207623,-0.100606,2.64827,-0.369653,0.185952,-0.152724,-1.26013,-1.92199,-0.0279552,-0.450227,-0.41144,0.0935785,-0.315385,-0.211704,-0.818457,-0.239969,0.286146,-0.0408864,0.81603,-0.990409,0.288164,-0.0167504,0.0126608,0.577781,-0.369188,-0.188665,0.107468,0.137825,-0.227087,0.0805727,0.231518,-0.635439,0.547879,0.589568,-0.182083,0.125056,0.0218161,0.128882,-0.336188,0.846501,-0.0178549,-0.0552834,0.196253,0.419552,0.0517041,-0.183128,-0.0286578,0.139975,-0.0502308,-0.18552,-0.629337,-0.0600903,1.79656,-0.540107,-0.0479239,0.576492,-0.159642,-0.285483,-0.13424,0.0844986,-0.49829,-0.153701,0.0872103,-0.0637944,0.0327466,-0.0729088,-0.767757,0.00139854,-0.43777,-0.492046,0.635866,0.983475,-0.0983082,0.031938,-0.0247247,1.26732,0.311087,-0.025028,0.340574,0.293064,0.54568,2.26193,0.342202,9.43213,0.779556,1.14997,0.426504,0.0756878,1.99642,0.255145,0.393011,2.44283,0.550122,0.866573,1.33784,1.2123,0.329075,0.176706,0.400859,0.0814112,0.668961,0.914086,3.09011,0.0587526,0.299271,0.63631,1.57726,4.68669,1.01892,0.162046,2.08547,0.31841,0.335044,0.767919,0.852312,0.103131,0.646338,0.304353,1.247,0.925904,0.740841,0.211371,0.277812,1.808,0.788113,0.628653,1.89359,1.25679,0.0551359,0.0693451,0.792566,0.336283,0.704552,0.524917,0.403966,0.546536,0.672458,0.218027,0.848218,2.702,2.25929,0.0634307,0.756563,0.715049,0.266251,0.719056,2.12158,0.402059,0.386342,0.718054,0.402279,0.861835,0.758601,0.901437,1.69508,1.1576,0.332083,0.230871,0.412802,0.339859,0.0775004,0.506475,0.683285,1.31602,0.191759,2.82502,0.612038,2.30482,0.436583,3.08262,0.365147,0.631601,0.478025,0.295995,0.649473,2.72752,1.21531,0.157284,1.20141,0.00117903
0,-1.38356,-0.293424,0.156279,0.298322,0.056883,-0.564565,0.988408,-0.491112,-0.0358814,0.212025,0.145619,1.39723,0.684977,0.207676,-0.615364,-0.56893,0.143333,0.0547504,0.0158434,0.0528317,-0.270929,0.0815057,-0.0263311,0.223413,-0.463667,2.04695,0.281243,0.0851297,0.0453181,-1.45319,-1.06759,0.0416212,0.0829597,-0.548375,0.421992,-0.10065,-0.385684,-0.973922,0.0166622,0.305276,-0.0393524,1.2622,-0.801203,0.209241,0.246187,-0.367499,0.751346,-0.400965,-0.222468,0.228797,0.946288,0.145069,0.181354,0.442769,-0.619863,0.525341,0.545281,-0.110774,-0.015971,0.271208,-0.162126,-0.0396598,1.51534,-0.0801881,-0.0563419,-0.0244771,0.677724,-0.072204,0.198258,-0.0946843,0.173462,-0.0864703,-0.395746,0.310601,-0.171549,1.52289,-0.329775,-0.019986,0.629367,-0.0371168,-0.38953,-0.132657,-0.0935584,-0.238786,-0.228111,0.0172634,-0.348132,0.190688,-0.31191,-0.374066,-0.119091,-0.220272,-0.589979,-0.347545,1.2965,-0.298795,0.108131,0.0902341,1.6208,0.393503,0.242216,0.0866309,2.23868,0.662998,0.712699,1.7087,2.81945,1.60013,0.582333,1.75181,0.983785,3.00032,0.44691,0.20534,1.19728,0.836424,0.328748,1.5479,0.184118,0.457713,0.194825,0.727824,0.250062,0.0997872,1.05984,3.31993,0.561263,0.589329,1.10933,1.78518,1.32773,0.555413,0.041054,0.0562604,2.29381,0.115089,0.286117,0.791742,0.749438,0.125617,0.787147,1.55583,0.903765,0.812847,0.571806,1.30354,0.417351,0.686739,2.60572,1.6292,0.532236,0.334183,0.403943,0.745676,1.78685,0.574266,0.373063,0.0598818,0.0660984,0.615136,0.162077,0.0828452,1.42104,0.109431,0.733523,0.473855,0.98008,3.70589,0.139163,0.566171,0.333274,0.839392,0.257045,0.269059,0.340357,2.48024,0.500633,0.389254,0.430981,0.53096,2.13113,0.0775391,0.390459,0.477253,1.58078,0.408397,0.261384,0.124808,1.04998,0.185917,0.243209,0.71196,2.17361,0.841324,1.63156,0.218579,1.28406,2.03894,0.76854,1.20761,0.133085,1.29521,2241
0,-0.89812,0.210968,-0.233767,0.25508,-0.0227188,-0.35169,0.57822,0.267266,0.143186,0.120925,-0.241366,1.5017,0.0952475,0.166951,-0.730207,-0.728955,0.0119795,0.0622162,0.284768,0.0324304,0.0436852,-0.115542,0.00163508,-0.151832,-0.0597846,2.43697,-0.144483,0.416716,-0.140722,-1.29131,-1.99955,0.0238671,-0.1816,-0.375606,0.0346039,-0.378355,-0.410198,-0.677718,-0.351283,0.465331,-0.0685407,0.437503,-0.76558,0.0620813,0.346496,0.259262,0.537517,-0.55207,-0.0588847,0.0124972,0.128253,-0.161148,0.316947,0.119346,-0.558172,0.317444,0.546143,-0.399861,-0.064109,0.207371,-0.209415,0.126572,1.20791,0.177271,-0.296819,0.0218868,0.228599,0.0139305,0.231392,-0.168516,-0.0485893,-0.237648,-0.247019,0.188616,-0.348956,1.53568,-0.326338,-0.00460189,0.181251,-0.346087,-0.702296,-0.224312,0.0918181,-0.250485,0.0435623,-0.182847,0.109786,0.192112,-0.205013,-0.511962,0.0183831,0.159769,-0.285257,0.195515,1.94195,0.0866959,0.00428317,0.455206,1.22912,0.692079,-0.0312122,0.109331,0.0536707,1.47323,0.531544,1.01438,0.867561,0.927093,1.0268,0.0725381,0.156353,0.800963,1.47129,0.451119,0.380915,1.80997,0.0765475,0.863624,0.073877,0.719622,3.68799,0.6014,1.29631,0.300169,0.586755,3.01532,0.0467691,0.258053,1.17109,1.6681,3.23213,0.959885,0.581154,0.174037,0.506021,0.34828,2.87382,0.638751,1.21946,0.380524,0.543272,0.138984,0.917053,0.143653,0.551327,0.111439,0.394266,3.23652,0.375906,0.404895,1.0062,0.162379,0.0657592,0.968444,1.33059,0.19313,0.655267,0.370845,1.06736,1.2157,0.397345,0.149535,0.565347,0.427343,0.177577,0.190089,0.360339,0.789282,0.142411,0.932806,0.587159,0.810901,2.30205,0.694492,0.143071,1.34669,0.368427,0.223236,0.249005,0.826703,0.837023,0.361665,1.3551,0.481154,0.618178,4.38514,2.44395,0.714348,0.0825391,1.09153,0.894432,1.18324,0.290181,0.607371,2.53804,0.646131,0.3249,0.235006,0.802466,1.09574,0.388638,1.36827,0.808126
0,-1.00185,0.396843,-0.0297307,0.324891,-0.213067,-0.674113,0.502445,-0.0728746,0.0934928,0.237169,-0.0722935,1.49776,0.601772,-0.104805,-0.764297,-0.659956,-0.33659,0.248691,-0.327957,0.0600809,-0.382138,0.236047,-0.015553,0.245399,-0.311065,2.22195,-0.148464,0.240689,-0.131464,-0.995944,-1.47527,-0.267905,0.327823,0.0329545,-0.163888,-0.561249,-0.125208,-1.31225,-0.0885627,0.130802,-0.137866,0.706178,-0.897716,0.0298576,-0.0872601,-0.857499,0.712384,-0.649676,-0.484926,0.10817,0.765507,-0.351754,0.259152,0.369382,-0.497222,0.385328,0.768116,0.282842,0.248552,0.21832,0.15928,0.100191,0.991747,0.291544,-0.0711398,0.585974,0.486412,0.0425135,0.142323,-0.160004,-0.0172619,-0.0377633,-0.131653,-0.218437,-0.134735,1.33526,-0.143972,0.0521103,0.605169,-0.035628,-0.241975,-0.195625,0.070759,0.0557827,-0.395081,-0.04768,0.807352,0.622819,-0.141871,-0.252392,-0.13939,0.0625566,-0.354823,-0.00303135,1.46261,0.051352,0.168002,-0.108251,1.35858,0.359261,0.0286557,1.51022,0.191696,0.607574,0.16153,0.822409,0.935705,0.37829,0.0249857,0.197276,0.374592,1.76576,1.71207,0.0822243,1.53807,0.790399,0.211388,0.123893,0.249786,1.35684,0.308725,0.115738,0.142364,0.101157,0.173305,2.59552,0.53029,1.8168,0.311791,1.31241,0.880222,0.182983,0.391605,0.186248,1.03889,1.55202,1.34293,0.773856,2.82091,0.443918,0.135241,0.634668,2.0847,0.739199,0.408366,0.416639,0.337628,0.473235,1.1781,0.820017,1.23702,0.179226,0.198889,0.195118,1.85252,1.0136,0.571451,0.990442,1.3081,1.27024,0.24576,3.81014,1.0136,0.0569995,0.97467,0.298304,0.367524,0.339453,0.251542,0.310882,2.52627,0.297175,0.323646,0.274803,0.185927,1.65616,1.00024,0.522906,1.04877,0.554628,0.345374,0.255155,0.0431983,0.545004,1.75559,0.358983,0.397313,0.340456,0.245,0.983047,0.212018,1.35109,0.586875,0.450875,5.0175,0.105282,1.36308,0.617478,1.65441,0.689794,0.597448,1.51611,22005.4
0,-0.744258,0.0386624,-0.126253,0.114229,0.076946,-0.692968,0.59623,0.160739,-0.0883005,0.0565564,0.160908,1.03524,0.418832,0.066568,-0.700256,-0.920508,0.0636673,-0.214586,0.0595642,0.102686,-0.218371,0.0797207,0.0614846,-0.0178633,-0.158585,2.24704,-0.192269,0.00705386,-0.151011,-1.58674,-1.70727,-0.0123669,-0.0926163,-0.171437,0.0822193,-0.610929,-0.101396,-0.699335,-0.406332,-0.0659034,0.0132577,0.688035,-0.885231,-0.0523128,0.126304,-0.939364,0.60338,-0.615441,-0.813299,0.231412,0.306616,-0.148526,-0.0233554,0.125651,-0.727273,0.209824,0.435783,-0.734323,-0.0832804,0.391368,-0.17749,-0.327926,1.06504,-0.100286,-0.0554009,0.0358499,0.411126,-0.142463,-0.0236361,0.0167363,-0.253927,-0.287803,-0.104203,-0.663231,-0.602899,1.37164,-0.31412,0.117112,0.428819,-0.505121,-0.424597,0.214856,0.140188,-0.195066,-0.360205,0.26846,0.294206,-0.0253195,-0.148769,-0.596848,-0.0289541,-0.260582,-0.426185,0.184681,1.68779,0.190524,0.0486345,-0.211475,1.77412,0.412664,0.131485,1.44941,0.163704,0.541807,0.420949,0.210916,1.43081,0.315729,0.907563,0.0601393,0.375056,2.4598,0.284161,0.490071,0.538525,0.43185,0.0433046,0.742476,0.344806,0.678932,0.0741309,0.551915,1.4861,0.991972,0.498489,5.48973,0.612603,0.662242,0.315912,0.797009,1.45431,0.716801,0.298098,2.9646,0.272576,0.271418,0.70973,1.16836,1.01292,0.414146,0.354451,0.581534,0.572605,5.35093,0.237344,1.4395,0.709763,0.564217,0.48576,0.163875,0.65905,0.269483,0.271521,1.76871,2.02069,0.357725,1.42395,6.19216,0.2707,1.5666,0.657874,0.275256,0.87718,0.107177,0.367409,1.09839,0.550462,0.146544,0.290663,0.290812,0.379957,1.19154,0.379198,1.14162,0.236371,0.522446,2.37155,1.87967,1.04313,0.286774,0.0950379,0.587072,0.105967,0.24022,0.357932,0.675778,1.79104,0.283122,0.505258,0.419314,1.11381,0.714763,0.715704,0.314902,2.02895,0.411957,0.243285,0.0672965,1.48484,0.282755,0.343954,1.37319,1.71343e-08
0,-0.791895,0.0573245,-0.164865,0.145305,-0.0593481,-0.519781,0.834513,-0.101373,-0.129425,-0.232265,-0.00469966,1.27561,0.554212,0.0097333,-0.806606,-0.631023,-0.0366066,-0.119806,-0.220663,-0.00663414,-0.000439447,-0.15934,-0.0479446,0.117315,-0.136552,2.22057,-0.029703,-0.107965,0.129104,-1.5104,-2.15031,-0.30874,-0.10225,0.112926,0.159923,-0.404709,-0.158423,-0.672295,-0.181802,0.187681,0.131156,0.416551,-0.829198,-0.0144556,0.229192,-0.299323,1.24023,-0.627123,-0.487122,-0.137691,0.349854,-0.0787117,0.419382,-0.133373,-0.660986,0.350613,0.784137,-0.561546,-0.0456524,0.297287,-0.106097,0.119489,1.15041,0.0439594,0.0277091,0.307316,0.461768,-0.259503,0.34847,0.0612642,0.277864,-0.0193006,-0.216915,-0.309618,-0.137728,1.39285,-0.121022,-0.0619739,0.545151,-0.25942,-0.286646,-0.31232,-0.012257,-0.472694,-0.469832,0.550955,-0.199999,0.201834,-0.235198,-0.798657,0.00740574,-0.110109,-0.616532,0.316615,1.69816,0.217442,-0.184471,0.42781,1.20057,0.389621,0.340275,0.609548,0.585289,0.105626,0.500705,0.751094,1.43591,0.76399,0.105835,1.14588,0.247018,0.826847,0.454872,0.862126,1.33089,2.34633,1.07167,0.652317,0.178,0.155586,0.216835,0.109256,1.31885,0.668572,0.436545,0.570242,0.0802954,0.206818,2.0259,2.02659,0.944406,0.280368,2.98004,0.303059,0.0458085,0.0735756,0.561902,1.7465,0.154744,1.16434,0.381172,2.0168,4.01885,0.248191,0.261115,0.35296,2.057,0.733869,0.741624,0.639479,2.03375,0.524562,0.411474,0.163956,1.04797,0.114643,0.56528,0.314353,0.309833,3.01873,0.178856,0.971189,0.769408,0.478353,0.130662,0.0773838,0.570205,0.0780453,0.289219,0.56639,0.216716,0.0815333,0.583957,2.72438,0.288235,1.25554,1.74308,0.134346,0.365053,0.403311,0.806425,0.684596,0.338725,0.147144,0.489624,0.861506,0.345328,0.345329,0.148183,1.52231,0.29705,0.222075,2.32569,0.758508,1.16346,0.300484,3.58981,0.792807,1.54289,2.56979,2.83018,1.43786,3.11213e+06
0,-0.688747,0.262835,0.0533103,0.217703,0.128829,-0.78928,0.684318,-0.0366603,-0.0752056,-0.246437,-0.0606864,1.23746,0.416648,-0.0288896,-1.02239,-0.61567,0.111397,-0.324458,0.461265,0.0619107,0.119614,0.328155,-0.308534,0.459308,-0.148468,2.73566,-0.345168,0.180123,0.155504,-1.3498,-1.3995,0.0900164,-0.113826,0.00531598,-0.0639968,-0.459772,-0.243769,-0.816068,-0.232402,0.197231,0.04393,0.739672,-0.987161,-0.229123,-0.0353155,-0.522308,0.891923,-0.482336,-0.329188,-0.305993,1.00521,-0.178826,0.14931,0.296248,-1.00781,0.480195,0.577319,0.216811,0.0409406,0.150575,-0.119041,-0.0676009,1.19018,-0.160812,-0.0326741,-0.0167561,0.338661,0.171576,-0.118985,-0.0362696,0.0577435,0.318461,-0.0773151,-0.628673,-0.0153645,0.969768,-0.313132,-0.113869,0.938702,-0.239737,-0.35103,-0.136976,-0.0476287,-0.197923,-0.334826,0.239753,0.432883,-0.226197,-0.0303815,-0.767595,-0.0770475,-0.390492,-0.490655,0.927381,1.79962,0.091523,-0.218454,0.465373,1.58052,0.470018,0.0797739,0.186958,0.435692,0.417705,1.23322,1.05103,1.05775,0.572184,0.65207,1.1262,0.0363878,1.24701,0.636947,0.779207,2.18792,4.79356,0.420023,0.376612,0.234778,0.361415,0.550391,0.292013,0.147654,0.722837,1.14027,1.10901,0.148779,0.899773,0.247908,0.517301,1.19797,1.48508,0.252575,0.327803,0.790671,0.42544,0.186162,0.61234,0.346714,0.112141,0.272946,0.598578,1.21094,0.36169,0.571075,0.26577,0.256321,0.316338,0.544932,0.832703,0.490626,0.13177,0.539369,0.381559,1.00528,0.928321,1.25273,1.02179,0.818235,8.02596,0.169822,0.936304,3.54904,0.247109,0.423558,0.0991199,0.412956,0.434891,2.27145,0.457271,0.238054,0.575145,0.752591,0.529578,0.613021,3.26402,1.20395,0.482946,0.849718,1.65698,0.351092,0.490001,0.490775,0.199323,0.926283,0.794705,0.709306,0.437706,0.21948,2.94135,0.260323,0.906627,0.319583,0.296575,3.04476,1.04328,0.112067,0.150903,0.450715,0.461032,0.168137,1.37259,3.31273e-11
0,-0.523733,-0.0232043,0.0846395,0.045013,-0.106121,-1.21992,1.37088,0.230018,-0.00400428,-0.0801504,0.0144296,1.68486,0.241835,0.055795,-0.638122,-0.52829,-0.159796,-0.081029,0.0522147,-0.205871,0.0931302,0.0858134,0.16854,-0.00151506,-0.154561,2.36024,-0.0612841,-0.164038,-0.135845,-0.797083,-1.77787,0.514666,-0.197476,0.247846,-0.0434191,-0.195616,-0.116998,-0.802074,0.114766,0.433577,-0.0095858,1.10924,-0.690967,-0.238674,0.636346,-0.088666,0.800703,-0.376159,-0.256506,0.521204,0.669605,0.118423,-0.043876,0.325859,-0.618987,0.129597,0.973666,0.203901,0.151046,0.0530482,-0.0803355,-0.227212,1.14926,0.0726598,-0.303018,-0.0114905,0.45958,0.119603,0.263925,-0.0439686,-0.239465,-0.0694473,-0.0709872,-0.300513,-0.170089,1.40009,-0.419285,0.223161,0.289508,-0.285808,-0.274885,-0.000636905,0.264277,-0.0571317,0.328564,-0.0201844,0.126541,-0.320977,-0.34299,-0.554243,-0.0266076,-0.0961578,-0.598185,0.178973,1.22356,0.0446318,-0.307609,0.32869,1.41408,0.76361,0.0113099,0.187852,1.82531,0.435234,5.00772,0.490047,0.693978,0.0840883,0.153511,0.34568,0.0447136,0.986254,0.807748,0.553767,2.18814,1.18481,1.96702,1.55211,0.106714,0.591481,0.114957,0.0855499,0.163684,0.196401,0.345481,2.85285,0.456813,0.121372,0.746242,0.587703,1.06589,0.567762,1.0034,1.51379,0.174432,3.4294,1.05691,0.623573,0.0980876,0.942515,0.376018,0.661056,0.64624,2.13578,0.341745,0.447394,0.588638,0.375064,0.482173,5.23511,1.89937,0.07051,0.317736,0.389894,0.449997,0.565704,0.472776,0.604776,0.531276,0.646428,0.401546,0.402199,0.868082,0.240282,0.239091,0.533696,2.05595,1.63813,0.0405059,0.175407,0.688641,1.78684,0.515318,0.230095,0.145793,0.928173,0.525914,0.276659,1.07811,0.978536,0.507552,0.366505,0.307257,0.437295,0.258492,1.06458,0.823141,0.301072,0.060657,1.59537,0.248193,0.313311,0.516555,0.984128,4.28777,0.480502,0.746686,0.178257,1.55594,2.8085,0.269143,1.31076,0.00314378
0,-0.943029,-0.0785844,-0.0322652,0.165968,0.0108394,-0.395574,0.664626,-0.0453086,-0.248916,-0.0446625,-0.143276,1.47955,0.298445,0.336222,-0.82527,-0.607709,-0.0132048,-0.44592,0.21414,0.318513,-0.121165,-0.124018,-0.210278,0.0167899,-0.190304,2.17587,0.156024,0.44026,0.00662137,-1.84452,-0.978341,0.108545,0.154825,0.00418588,-0.00530486,-0.145374,-0.24098,-0.678513,-0.28538,0.203598,0.129903,0.652978,-1.05129,0.21648,0.781051,-0.787722,0.548802,-0.588601,-0.00265668,-0.165186,0.735896,-0.2145,-0.100333,0.659221,-0.915473,0.640943,0.310802,-0.05105,0.119917,0.229985,-0.398351,-0.029865,1.16454,-0.0514545,-0.37244,0.130547,0.0444588,0.134209,-0.0250231,0.0253784,-0.163392,0.31537,-0.337176,-0.105101,-0.0619049,1.36261,-0.219446,0.254819,0.74131,-0.0459864,-0.295777,-0.100564,0.082749,-0.19266,-0.969049,0.165456,-0.148608,0.137609,0.029845,-0.6395,-0.111366,-0.506568,-0.432045,0.0788864,1.28191,-0.0287305,-0.0174662,0.338584,1.71847,0.420298,0.0812494,0.672548,0.276823,0.262418,0.220497,2.07949,1.29911,0.267356,0.254416,0.889421,0.183244,0.934063,3.5085,3.06681,0.627866,2.62053,2.05091,0.677723,0.467212,0.0880582,0.955141,0.38597,0.785991,0.253215,0.999071,1.65027,0.0279708,0.556655,0.0987743,0.774564,1.19067,0.559814,0.577516,0.342118,0.193558,2.3985,1.59325,1.03876,0.337022,0.126942,1.76634,0.402139,0.817022,0.146604,0.25342,0.33524,0.790301,0.268972,0.632724,0.163718,1.03269,0.610232,0.0463199,0.514863,0.613703,0.638762,0.711199,0.736494,0.259845,0.0853809,0.287063,0.268751,0.589479,0.0906792,0.701321,0.120194,0.92245,0.461887,0.277851,2.34504,0.473662,0.492661,0.128968,0.346996,1.20611,1.98916,0.466167,0.516994,0.47103,0.315032,0.556755,1.41234,1.32381,0.172799,0.438582,0.339101,0.859281,0.708339,0.227687,0.699064,0.503921,1.00362,0.200038,0.329693,2.45369,0.115379,0.464259,0.958499,1.46194,0.190488,0.173635,1.42805,350.016
0,-0.681903,0.144495,-0.306817,0.153539,-0.239851,-0.82383,0.560182,0.241049,-0.273344,-0.13066,-0.118926,1.39664,1.01358,0.0505558,-0.820667,-0.790625,0.023135,-0.401787,-0.246604,0.0350896,-0.295891,-0.105143,0.225123,0.247807,-0.247879,2.50909,-0.482639,0.0755988,-0.211031,-1.25164,-1.77853,0.144859,0.409729,-0.295024,0.0186042,-0.380667,-0.109759,-1.0148,0.186785,0.0318671,0.128556,0.719175,-1.11046,0.11805,0.395271,0.250349,0.820559,-0.655277,-0.575056,0.23175,1.36515,0.0765199,-0.0466566,0.291093,-0.793096,0.244753,1.08762,-0.187047,0.0792792,-0.0118405,-0.228433,-0.0214909,1.03237,-0.346484,-0.0805504,0.0419096,0.679251,-0.0998284,0.381729,0.0213664,0.170917,-0.107962,-0.211082,0.0503164,-0.460045,0.820006,-0.467761,0.129208,0.593302,-0.32421,-0.0414364,-0.122894,-0.0294794,-0.319197,-0.0023536,0.172415,0.242998,-0.0470437,-0.00760202,-0.571922,-0.127416,-0.325222,-1.05568,0.593945,1.44142,-0.252853,-0.0154158,-0.0539916,1.47227,0.640202,0.269818,2.07907,0.664013,0.422468,0.0624787,1.1359,0.836038,1.82717,0.463558,0.194808,1.15858,1.17436,0.688118,1.15645,2.28876,2.19152,0.164634,0.196902,0.295786,0.414868,0.790635,0.0276613,0.378173,0.783024,0.415231,2.21107,0.883499,0.665623,0.36502,1.69804,0.652138,0.266604,0.197781,0.69597,0.387371,0.899291,1.16547,1.5439,0.811937,0.168004,0.194483,0.135803,0.968857,0.276543,0.806205,0.304383,0.742025,0.627379,1.64278,0.663068,0.524037,0.631577,0.29953,0.676316,0.587253,0.257097,1.17553,1.53952,0.672447,0.456337,0.264743,2.97732,1.81199,0.683717,1.12254,0.103809,0.244645,0.240054,1.30175,0.206608,0.0927257,0.544218,0.335229,0.624845,0.361996,0.922826,0.679526,0.739425,0.729215,0.87558,0.672645,0.0720944,0.145307,1.06259,0.604807,0.434846,0.242121,0.16615,0.299063,0.834447,0.112628,0.950388,1.11123,0.639383,0.480499,0.113952,1.49071,2.323,1.19776,0.190315,0.395198,1.44765,3.24013e+09
